NIM;Nama;Program Studi;Jalur Masuk;Asal Sekolah;Tahun_PMB;IPS Semester 1;Jumlah sks Semester Semester 1;IPK Semester 1;Jumlah sks Total Semester 1;IPS Semester 2;Jumlah sks Semester Semester 2;IPK Semester 2;Jumlah sks Total Semester 2;Target
2073201110010;3140;18;4;184;2;3.85;20.0;3.85;20.0;3.82;20.0;3.83;40.0;1
2073201110011;3283;18;8;184;2;3.87;20.0;3.87;20.0;3.46;20.0;3.66;40.0;1
2073201110013;3698;18;10;184;2;3.66;20.0;3.66;20.0;3.72;20.0;3.69;40.0;1
2073201110014;3752;18;8;184;2;3.63;20.0;3.63;20.0;3.79;20.0;3.7;40.0;1
2073201110015;4037;18;13;184;2;3.85;20.0;3.85;20.0;3.86;20.0;3.85;40.0;1
2073201110016;4103;18;8;184;2;3.79;20.0;3.79;20.0;3.38;20.0;3.59;40.0;1
2073201110017;58;18;13;184;2;3.82;20.0;3.82;20.0;3.82;20.0;3.82;40.0;1
2073201110018;78;18;10;184;2;3.85;20.0;3.85;20.0;3.58;20.0;3.71;40.0;1
2073201110020;290;18;8;184;2;3.66;20.0;3.66;20.0;3.38;20.0;3.51;40.0;1
2073201110021;352;18;13;184;2;3.84;20.0;3.84;20.0;3.67;20.0;3.75;40.0;1
2073201110022;512;18;8;184;2;3.94;20.0;3.94;20.0;3.94;20.0;3.94;40.0;1
2073201110023;547;18;8;184;2;3.96;20.0;3.96;20.0;3.71;20.0;3.83;40.0;1
2073201110025;1142;18;14;184;2;3.79;20.0;3.79;20.0;3.62;20.0;3.7;40.0;1
2073201110026;1153;18;12;184;2;3.82;20.0;3.82;20.0;3.29;20.0;3.55;40.0;1
2073201110027;1156;18;5;184;2;3.63;20.0;3.63;20.0;3.61;20.0;3.62;40.0;1
2073201110028;1207;18;8;184;2;3.69;20.0;3.69;20.0;3.76;20.0;3.72;40.0;1
2073201110029;1256;18;13;184;2;3.72;20.0;3.72;20.0;3.79;20.0;3.75;40.0;1
2073201110030;1309;18;8;184;2;3.73;20.0;3.73;20.0;3.62;20.0;3.67;40.0;1
2073201110031;1367;18;12;184;2;3.87;20.0;3.87;20.0;3.77;20.0;3.82;40.0;1
2073201110032;1417;18;8;184;2;3.85;20.0;3.85;20.0;3.92;20.0;3.88;40.0;1
2073201110033;1498;18;10;184;2;3.71;20.0;3.71;20.0;3.86;20.0;3.78;40.0;1
2073201110034;1546;18;10;184;2;3.79;20.0;3.79;20.0;3.8;20.0;3.79;40.0;1
2073201110035;1950;18;8;184;2;3.7;20.0;3.7;20.0;3.79;20.0;3.74;40.0;1
2073201110036;2375;18;12;184;2;0.49;20.0;0.49;20.0;0.0;0.0;0.49;20.0;0
2073201110037;2433;18;8;184;2;3.91;20.0;3.91;20.0;3.79;20.0;3.85;40.0;1
2073201110038;2652;18;4;184;2;3.54;20.0;3.54;20.0;3.67;20.0;3.6;40.0;1
2073201110039;2680;18;14;184;2;3.64;20.0;3.64;20.0;3.47;20.0;3.56;40.0;1
2073201110041;2950;18;15;184;2;3.51;20.0;3.51;20.0;3.2;20.0;3.35;40.0;1
2073201110042;3275;18;13;184;2;3.72;20.0;3.72;20.0;3.71;20.0;3.71;40.0;1
2073201110043;3519;18;15;184;2;3.58;20.0;3.58;20.0;3.54;20.0;3.56;40.0;1
2073201110044;3610;18;10;184;2;3.6;20.0;3.6;20.0;3.58;20.0;3.59;40.0;1
2073201110045;3646;18;15;184;2;3.85;20.0;3.85;20.0;3.82;20.0;3.83;40.0;1
2073201110046;3804;18;13;184;2;3.79;20.0;3.79;20.0;3.72;20.0;3.76;40.0;1
2073201110047;3992;18;13;184;2;3.15;20.0;3.15;20.0;3.42;20.0;3.28;40.0;1
2073201110048;4085;18;8;184;2;3.6;20.0;3.6;20.0;3.63;20.0;3.61;40.0;1
2073201110049;4130;18;13;184;2;3.82;20.0;3.82;20.0;3.79;20.0;3.8;40.0;1
2073201110050;442;18;8;184;2;3.78;20.0;3.78;20.0;3.74;20.0;3.76;40.0;1
2073201110052;3771;18;14;184;2;3.94;20.0;3.94;20.0;3.88;20.0;3.91;40.0;1
2073201110053;1722;18;13;184;2;3.87;20.0;3.87;20.0;3.68;20.0;3.77;40.0;1
2073201110054;1896;18;8;184;2;0.94;20.0;0.94;20.0;0.0;0.0;0.94;20.0;0
2084202110001;1984;15;8;184;2;4.0;19.0;4.0;19.0;3.97;19.0;3.98;38.0;1
2084202110002;2035;15;14;184;2;3.15;19.0;3.15;19.0;3.63;19.0;3.39;38.0;1
2084202110003;2921;15;13;184;2;3.65;19.0;3.65;19.0;3.91;19.0;3.78;38.0;1
2084202110004;288;15;8;184;2;3.27;19.0;3.27;19.0;3.07;19.0;3.17;38.0;1
2084202110005;346;15;13;184;2;3.74;19.0;3.74;19.0;3.91;19.0;3.82;38.0;1
2084202110006;505;15;12;184;2;3.52;19.0;3.52;19.0;3.43;19.0;3.47;38.0;1
2084202110007;669;15;8;184;2;3.81;19.0;3.81;19.0;3.74;19.0;3.77;38.0;1
2084202110008;709;15;13;184;2;3.86;19.0;3.86;19.0;3.91;19.0;3.88;38.0;1
2084202110009;1052;15;8;184;2;3.53;19.0;3.53;19.0;3.32;19.0;3.42;38.0;1
2084202110010;1180;15;8;184;2;3.86;19.0;3.86;19.0;3.84;19.0;3.85;38.0;1
2084202110011;1331;15;15;184;2;3.83;19.0;3.83;19.0;3.83;19.0;3.83;38.0;1
2084202110012;1390;15;13;184;2;3.66;19.0;3.66;19.0;3.54;19.0;3.6;38.0;1
2084202110013;1758;15;8;184;2;3.56;19.0;3.56;19.0;3.14;19.0;3.35;38.0;1
2084202110014;1862;15;15;184;2;3.55;19.0;3.55;19.0;2.98;19.0;3.27;38.0;1
2084202110015;1988;15;13;184;2;3.53;19.0;3.53;19.0;3.91;19.0;3.72;38.0;1
2084202110016;2243;15;13;184;2;3.03;19.0;3.03;19.0;3.39;19.0;3.21;38.0;1
2084202110018;2839;15;13;184;2;2.73;19.0;2.73;19.0;2.97;19.0;2.85;38.0;1
2084202110019;3394;15;8;184;2;3.45;19.0;3.45;19.0;3.64;19.0;3.55;38.0;1
2084202110020;3730;15;5;184;1;3.81;19.0;3.81;19.0;3.58;19.0;3.7;38.0;1
2084202110021;4010;15;13;184;2;3.8;19.0;3.8;19.0;3.75;19.0;3.77;38.0;1
2084202110022;4129;15;8;184;2;3.57;19.0;3.57;19.0;3.36;19.0;3.47;38.0;1
2084202110023;4215;15;8;184;2;3.65;19.0;3.65;19.0;3.86;19.0;3.76;38.0;1
2084202110024;4216;15;8;184;2;3.09;19.0;3.09;19.0;2.75;19.0;2.92;38.0;1
2084202110026;2838;15;13;184;2;2.93;19.0;2.93;19.0;2.49;19.0;2.71;38.0;0
2084202110027;2782;15;13;184;2;2.02;19.0;2.02;19.0;3.28;19.0;2.65;38.0;0
2084202110028;3448;15;8;184;2;3.53;19.0;3.53;19.0;3.51;19.0;3.52;38.0;1
2084202110029;2266;15;8;184;2;3.17;19.0;3.17;19.0;3.48;19.0;3.32;38.0;1
2086233110001;390;14;8;184;2;3.82;21.0;3.82;21.0;3.94;21.0;3.7;44.0;1
2086233110002;891;14;14;184;2;3.94;21.0;3.94;21.0;3.89;21.0;3.74;44.0;1
2086233110003;1429;14;12;184;2;3.94;21.0;3.94;21.0;3.97;21.0;3.78;44.0;1
2086233110004;2667;14;8;184;2;3.76;21.0;3.76;21.0;3.91;21.0;3.66;44.0;1
2086233110005;1575;14;8;184;2;3.85;21.0;3.85;21.0;3.83;21.0;3.66;44.0;1
2086233110006;2123;14;8;184;2;3.97;21.0;3.97;21.0;4.0;21.0;3.8;44.0;1
2086233110007;1320;14;13;184;2;3.82;21.0;3.82;21.0;3.94;21.0;3.7;44.0;1
2086233110008;1423;14;8;184;2;3.76;21.0;3.76;21.0;3.86;21.0;3.64;44.0;1
2086233110009;1901;14;15;184;2;3.86;21.0;3.86;21.0;3.89;21.0;3.7;44.0;1
2086233110010;1947;14;8;184;2;3.97;21.0;3.97;21.0;3.94;21.0;3.78;44.0;1
2086233110011;2740;14;10;184;2;3.86;21.0;3.86;21.0;3.91;21.0;3.71;44.0;1
2088201110001;3202;12;8;184;2;3.65;19.0;3.65;19.0;3.49;22.0;3.56;41.0;1
2088201110002;3241;12;8;184;2;3.29;19.0;3.29;19.0;3.37;22.0;3.34;41.0;1
2088201110003;256;12;8;184;2;3.34;19.0;3.34;19.0;3.25;22.0;3.29;41.0;1
2088201110004;266;12;13;184;2;3.28;19.0;3.28;19.0;3.28;22.0;3.28;41.0;1
2088201110005;406;12;13;184;2;3.48;19.0;3.48;19.0;3.31;22.0;3.39;41.0;1
2088201110006;708;12;13;184;2;3.51;19.0;3.51;19.0;3.15;22.0;3.32;41.0;1
2088201110007;777;12;13;184;2;3.49;19.0;3.49;19.0;3.52;22.0;3.51;41.0;1
2088201110008;817;12;13;184;2;3.46;19.0;3.46;19.0;3.52;22.0;3.49;41.0;1
2088201110009;953;12;13;184;2;3.52;19.0;3.52;19.0;3.57;22.0;3.55;41.0;1
2088201110010;1092;12;13;184;2;3.61;19.0;3.61;19.0;3.44;22.0;3.52;41.0;1
2088201110011;1643;12;8;184;2;3.25;19.0;3.25;19.0;3.34;22.0;3.3;41.0;1
2088201110013;1728;12;8;184;2;3.58;19.0;3.58;19.0;3.7;22.0;3.65;41.0;1
2088201110014;1940;12;13;184;2;3.43;19.0;3.43;19.0;3.22;22.0;3.32;41.0;1
2088201110015;1966;12;8;184;2;3.33;19.0;3.33;19.0;3.46;22.0;3.4;41.0;1
2088201110016;2424;12;15;184;2;2.95;19.0;2.95;19.0;2.84;22.0;2.89;41.0;1
2088201110017;2402;12;8;184;2;3.3;19.0;3.3;19.0;3.04;22.0;3.16;41.0;1
2088201110018;2590;12;14;184;2;3.46;19.0;3.46;19.0;3.22;22.0;3.33;41.0;1
2088201110019;2692;12;15;184;2;3.52;19.0;3.52;19.0;3.5;22.0;3.5;41.0;1
2088201110020;2705;12;8;184;2;3.31;19.0;3.31;19.0;2.92;22.0;3.1;41.0;1
2088201110021;3030;12;13;184;2;1.09;19.0;1.09;19.0;3.42;22.0;2.34;41.0;0
2088201110022;3214;12;15;184;2;3.51;19.0;3.51;19.0;3.21;22.0;3.35;41.0;1
2088201110023;3765;12;8;184;2;3.63;19.0;3.63;19.0;3.57;22.0;3.6;41.0;1
2088201110024;3892;12;15;184;2;3.62;19.0;3.62;19.0;3.27;22.0;3.43;41.0;1
2088201110025;4212;12;8;184;2;3.45;19.0;3.45;19.0;3.43;22.0;3.44;41.0;1
2088201110027;4244;12;14;184;2;3.48;19.0;3.48;19.0;3.46;22.0;3.47;41.0;1
2088201110028;4201;12;13;184;2;3.48;19.0;3.48;19.0;3.25;22.0;3.35;41.0;1
2088201110029;1279;12;4;184;1;3.41;19.0;3.41;19.0;3.48;22.0;3.45;41.0;1
2088201110030;1608;12;8;184;2;3.37;19.0;3.37;19.0;3.43;22.0;3.4;41.0;1
2088201110031;1922;12;12;184;2;3.4;19.0;3.4;19.0;3.48;22.0;3.44;41.0;1
2088201110032;3033;12;8;184;2;3.54;19.0;3.54;19.0;3.55;22.0;3.54;41.0;1
2088201110033;781;12;8;184;2;3.41;19.0;3.41;19.0;3.41;22.0;3.41;41.0;1
2088201110034;97;12;8;184;2;3.48;19.0;3.48;19.0;3.44;22.0;3.46;41.0;1
2088201110035;149;12;13;184;2;2.4;19.0;2.4;19.0;3.38;22.0;2.93;41.0;1
2088201110036;164;12;15;184;2;3.44;19.0;3.44;19.0;3.56;22.0;3.5;41.0;1
2088201110038;1882;12;2;184;1;3.42;19.0;3.42;19.0;3.3;22.0;3.35;41.0;1
2088201110040;1802;12;8;184;2;2.96;19.0;2.96;19.0;3.34;22.0;3.16;41.0;1
2088203110001;627;13;8;184;2;3.82;20.0;3.82;20.0;3.66;20.0;3.74;40.0;1
2088203110002;1721;13;13;184;2;3.79;20.0;3.79;20.0;3.72;20.0;3.76;40.0;1
2088203110003;96;13;12;184;2;2.81;20.0;2.81;20.0;1.79;20.0;2.3;40.0;0
2088203110004;216;13;8;184;2;3.82;20.0;3.82;20.0;3.54;20.0;3.68;40.0;1
2088203110006;302;13;8;184;2;3.72;20.0;3.72;20.0;3.03;20.0;3.38;40.0;1
2088203110007;331;13;15;184;2;3.63;20.0;3.63;20.0;3.62;20.0;3.63;40.0;1
2088203110009;459;13;15;184;2;3.76;20.0;3.76;20.0;3.76;20.0;3.76;40.0;1
2088203110010;470;13;15;184;2;3.85;20.0;3.85;20.0;3.67;20.0;3.76;40.0;1
2088203110011;531;13;13;184;2;3.87;20.0;3.87;20.0;3.85;20.0;3.86;40.0;1
2088203110012;571;13;8;184;2;2.64;20.0;2.64;20.0;3.75;20.0;3.2;40.0;1
2088203110013;664;13;8;184;2;3.73;20.0;3.73;20.0;3.66;20.0;3.7;40.0;1
2088203110014;675;13;12;184;2;3.45;20.0;3.45;20.0;3.79;20.0;3.62;40.0;1
2088203110015;883;13;13;184;2;3.78;20.0;3.78;20.0;3.85;20.0;3.82;40.0;1
2088203110017;1238;13;8;184;2;3.81;20.0;3.81;20.0;3.5;20.0;3.66;40.0;1
2088203110018;1295;13;13;184;2;3.76;20.0;3.76;20.0;3.91;20.0;3.84;40.0;1
2088203110020;1512;13;15;184;2;3.88;20.0;3.88;20.0;3.76;20.0;3.82;40.0;1
2088203110021;1691;13;8;184;2;3.69;20.0;3.69;20.0;3.76;20.0;3.73;40.0;1
2088203110022;1982;13;13;184;2;3.45;20.0;3.45;20.0;3.85;20.0;3.65;40.0;1
2088203110023;1877;13;2;184;1;3.79;20.0;3.79;20.0;3.69;20.0;3.74;40.0;1
2088203110024;2010;13;8;184;2;3.78;20.0;3.78;20.0;3.63;20.0;3.71;40.0;1
2088203110025;2018;13;13;184;2;3.48;20.0;3.48;20.0;3.88;20.0;3.68;40.0;1
2088203110026;2152;13;8;184;2;3.79;20.0;3.79;20.0;3.52;20.0;3.66;40.0;1
2088203110027;2427;13;8;184;2;3.85;20.0;3.85;20.0;2.99;20.0;3.42;40.0;1
2088203110028;2707;13;10;184;2;3.67;20.0;3.67;20.0;3.46;20.0;3.57;40.0;1
2088203110029;2766;13;12;184;2;3.69;20.0;3.69;20.0;3.69;20.0;3.69;40.0;1
2088203110030;2822;13;15;184;2;3.36;20.0;3.36;20.0;3.26;20.0;3.31;40.0;1
2088203110032;2941;13;8;184;2;3.79;20.0;3.79;20.0;3.69;20.0;3.74;40.0;1
2088203110033;3157;13;15;184;2;3.63;20.0;3.63;20.0;3.4;20.0;3.52;40.0;1
2088203110034;3307;13;15;184;2;3.75;20.0;3.75;20.0;3.65;20.0;3.7;40.0;1
2088203110035;3621;13;15;184;2;3.72;20.0;3.72;20.0;3.43;20.0;3.58;40.0;1
2088203110036;4305;13;13;184;2;3.25;20.0;3.25;20.0;1.38;20.0;2.32;40.0;0
2088203110037;257;13;8;184;2;3.41;20.0;3.41;20.0;3.17;20.0;3.29;40.0;1
2088203110038;2425;13;8;184;2;3.85;20.0;3.85;20.0;3.76;20.0;3.81;40.0;1
2088203110039;926;13;4;184;2;2.75;20.0;2.75;20.0;0.0;0.0;2.75;20.0;1
2088203110040;2836;13;8;184;2;3.79;20.0;3.79;20.0;3.66;20.0;3.73;40.0;1
2114101110001;649;20;8;184;0;3.72;16.0;3.72;16.0;3.96;14.0;3.83;30.0;1
2114101110002;1258;20;8;184;0;3.81;16.0;3.81;16.0;3.91;14.0;3.86;30.0;1
2114101110003;1408;20;8;184;0;3.96;16.0;3.96;16.0;4.0;14.0;3.98;30.0;1
2114101110004;1486;20;8;184;0;3.92;16.0;3.92;16.0;3.91;14.0;3.92;30.0;1
2114101110005;2849;20;8;184;0;3.68;16.0;3.68;16.0;3.91;14.0;3.79;30.0;1
2114101110006;3625;20;8;184;0;4.0;16.0;4.0;16.0;3.91;14.0;3.96;30.0;1
2114101110007;3909;20;8;184;0;3.8;16.0;3.8;16.0;4.0;14.0;3.89;30.0;1
2114101110008;635;20;8;184;0;3.83;16.0;3.83;16.0;3.96;14.0;3.89;30.0;1
2114101110009;1065;20;8;184;0;4.0;16.0;4.0;16.0;4.0;14.0;4.0;30.0;1
2114101110010;2337;20;8;184;0;3.96;16.0;3.96;16.0;4.0;14.0;3.98;30.0;1
2114101110011;2414;20;8;184;0;3.87;16.0;3.87;16.0;3.91;14.0;3.89;30.0;1
2114101110012;2980;20;8;184;0;3.88;16.0;3.88;16.0;3.96;14.0;3.92;30.0;1
2114101110013;3314;20;8;184;0;3.6;16.0;3.6;16.0;3.77;14.0;3.68;30.0;1
2114101110014;3920;20;8;184;0;3.87;16.0;3.87;16.0;4.0;14.0;3.93;30.0;1
2114101110015;4049;20;8;184;0;3.85;16.0;3.85;16.0;3.86;14.0;3.85;30.0;1
2114101110016;4184;20;8;184;0;3.96;16.0;3.96;16.0;4.0;14.0;3.98;30.0;1
2114101110017;989;20;8;184;0;3.76;16.0;3.76;16.0;3.91;14.0;3.83;30.0;1
2114201110002;61;11;13;184;3;3.56;22.0;3.56;22.0;3.65;22.0;3.6;44.0;1
2114201110003;702;11;12;184;3;3.12;22.0;3.12;22.0;3.43;22.0;3.28;44.0;1
2114201110004;772;11;13;184;3;3.54;22.0;3.54;22.0;3.47;22.0;3.51;44.0;1
2114201110005;1298;11;14;184;3;3.65;22.0;3.65;22.0;3.7;22.0;3.68;44.0;1
2114201110006;1826;11;8;184;3;3.54;22.0;3.54;22.0;3.69;22.0;3.62;44.0;1
2114201110007;2057;11;15;184;3;3.42;22.0;3.42;22.0;3.75;22.0;3.59;44.0;1
2114201110008;2288;11;15;184;3;3.57;22.0;3.57;22.0;3.35;22.0;3.46;44.0;1
2114201110009;2446;11;15;184;3;3.53;22.0;3.53;22.0;3.6;22.0;3.57;44.0;1
2114201110010;2554;11;8;184;3;3.67;22.0;3.67;22.0;3.82;22.0;3.75;44.0;1
2114201110011;2587;11;8;184;3;3.33;22.0;3.33;22.0;3.46;22.0;3.4;44.0;1
2114201110012;2722;11;8;184;1;3.68;22.0;3.68;22.0;3.71;22.0;3.7;44.0;1
2114201110013;2989;11;8;184;3;3.7;22.0;3.7;22.0;3.71;22.0;3.71;44.0;1
2114201110014;98;11;13;184;3;3.86;22.0;3.86;22.0;3.88;22.0;3.87;44.0;1
2114201110016;0;11;8;184;0;3.8;22.0;3.8;22.0;3.81;22.0;3.81;44.0;1
2114201110017;570;11;8;184;3;3.54;22.0;3.54;22.0;3.7;22.0;3.62;44.0;1
2114201110018;589;11;15;184;3;3.4;22.0;3.4;22.0;3.55;22.0;3.48;44.0;1
2114201110019;729;11;13;184;3;3.51;22.0;3.51;22.0;3.64;22.0;3.58;44.0;1
2114201110020;920;11;15;184;3;3.79;22.0;3.79;22.0;3.73;22.0;3.76;44.0;1
2114201110021;1058;11;12;184;3;3.42;22.0;3.42;22.0;3.53;22.0;3.48;44.0;1
2114201110022;1090;11;13;184;3;3.73;22.0;3.73;22.0;3.59;22.0;3.66;44.0;1
2114201110024;1325;11;8;184;3;3.57;22.0;3.57;22.0;3.7;22.0;3.64;44.0;1
2114201110025;1528;11;8;184;3;3.8;22.0;3.8;22.0;3.69;22.0;3.75;44.0;1
2114201110026;1676;11;8;184;3;3.76;22.0;3.76;22.0;3.7;22.0;3.73;44.0;1
2114201110027;1857;11;13;184;3;3.53;22.0;3.53;22.0;3.53;22.0;3.53;44.0;1
2114201110028;2079;11;8;184;3;3.51;22.0;3.51;22.0;3.57;22.0;3.55;44.0;1
2114201110029;2268;11;8;184;3;3.33;22.0;3.33;22.0;3.67;22.0;3.5;44.0;1
2114201110030;2407;11;13;184;3;3.79;22.0;3.79;22.0;3.63;22.0;3.71;44.0;1
2114201110031;2612;11;4;184;1;3.82;22.0;3.82;22.0;3.73;22.0;3.77;44.0;1
2114201110032;2780;11;8;184;3;3.58;22.0;3.58;22.0;3.71;22.0;3.65;44.0;1
2114201110035;3048;11;8;184;3;3.73;22.0;3.73;22.0;3.71;22.0;3.72;44.0;1
2114201110036;3133;11;15;184;3;3.63;22.0;3.63;22.0;3.71;22.0;3.67;44.0;1
2114201110038;3263;11;8;184;3;3.61;22.0;3.61;22.0;3.8;22.0;3.7;44.0;1
2114201110039;3382;11;14;184;3;3.74;22.0;3.74;22.0;3.59;22.0;3.67;44.0;1
2114201110040;3490;11;8;184;3;3.76;22.0;3.76;22.0;3.47;22.0;3.62;44.0;1
2114201110041;3563;11;13;184;3;3.51;22.0;3.51;22.0;3.58;22.0;3.55;44.0;1
2114201110042;3614;11;13;184;3;3.42;22.0;3.42;22.0;3.73;22.0;3.58;44.0;1
2114201110043;3686;11;14;184;3;3.52;22.0;3.52;22.0;3.49;22.0;3.51;44.0;1
2114201110044;3763;11;8;184;3;3.58;22.0;3.58;22.0;3.73;22.0;3.66;44.0;1
2114201110045;4019;11;8;184;3;3.45;22.0;3.45;22.0;3.64;22.0;3.55;44.0;1
2114201110047;4089;11;8;184;3;3.67;22.0;3.67;22.0;3.59;22.0;3.63;44.0;1
2114201110048;148;11;8;184;3;3.51;22.0;3.51;22.0;3.51;22.0;3.52;44.0;1
2114201110049;198;11;13;184;3;3.18;22.0;3.18;22.0;3.44;22.0;3.31;44.0;1
2114201110051;582;11;15;184;3;3.28;22.0;3.28;22.0;3.69;22.0;3.48;44.0;1
2114201110052;595;11;13;184;3;3.19;22.0;3.19;22.0;0.0;22.0;1.6;44.0;0
2114201110053;779;11;13;184;3;3.28;22.0;3.28;22.0;3.72;22.0;3.5;44.0;1
2114201110054;966;11;8;184;3;3.1;22.0;3.1;22.0;3.66;22.0;3.38;44.0;1
2114201110055;1101;11;8;184;3;3.7;22.0;3.7;22.0;3.65;22.0;3.67;44.0;1
2114201110056;1183;11;12;184;2;3.33;22.0;3.33;22.0;3.49;22.0;3.41;44.0;1
2114201110057;1382;11;15;184;3;3.54;22.0;3.54;22.0;3.69;22.0;3.62;44.0;1
2114201110058;1389;11;8;184;3;3.41;22.0;3.41;22.0;3.69;22.0;3.55;44.0;1
2114201110059;1552;11;2;184;1;3.36;22.0;3.36;22.0;3.52;22.0;3.45;44.0;1
2114201110060;1769;11;8;184;3;3.54;22.0;3.54;22.0;3.51;22.0;3.53;44.0;1
2114201110061;2151;11;1;184;3;3.34;22.0;3.34;22.0;3.55;22.0;3.45;44.0;1
2114201110062;2319;11;8;184;3;3.33;22.0;3.33;22.0;3.22;22.0;3.28;44.0;1
2114201110063;2416;11;8;184;3;3.24;22.0;3.24;22.0;3.51;22.0;3.38;44.0;1
2114201110066;2793;11;12;184;3;3.62;22.0;3.62;22.0;3.73;22.0;3.68;44.0;1
2114201110067;2868;11;14;184;3;3.36;22.0;3.36;22.0;3.73;22.0;3.55;44.0;1
2114201110068;2974;11;15;184;3;3.25;22.0;3.25;22.0;3.7;22.0;3.48;44.0;1
2114201110069;3110;11;8;184;3;3.51;22.0;3.51;22.0;3.53;22.0;3.52;44.0;1
2114201110071;3152;11;13;184;3;3.28;22.0;3.28;22.0;3.64;22.0;3.46;44.0;1
2114201110072;3321;11;13;184;3;3.52;22.0;3.52;22.0;3.75;22.0;3.64;44.0;1
2114201110073;3332;11;8;184;3;3.62;22.0;3.62;22.0;3.63;22.0;3.63;44.0;1
2114201110074;3424;11;8;184;3;3.66;22.0;3.66;22.0;3.51;22.0;3.59;44.0;1
2114201110075;3517;11;13;184;3;3.76;22.0;3.76;22.0;3.57;22.0;3.67;44.0;1
2114201110077;3671;11;13;184;3;3.58;22.0;3.58;22.0;3.45;22.0;3.52;44.0;1
2114201110078;3700;11;8;184;3;3.3;22.0;3.3;22.0;3.49;22.0;3.4;44.0;1
2114201110079;3805;11;1;184;3;3.58;22.0;3.58;22.0;3.6;22.0;3.59;44.0;1
2114201110080;4032;11;15;184;3;3.6;22.0;3.6;22.0;3.56;22.0;3.59;44.0;1
2114201110082;4150;11;13;184;3;3.46;22.0;3.46;22.0;3.67;22.0;3.57;44.0;1
2114201110083;168;11;13;184;3;3.52;22.0;3.52;22.0;3.6;22.0;3.57;44.0;1
2114201110084;207;11;8;184;3;3.3;22.0;3.3;22.0;3.42;22.0;3.37;44.0;1
2114201110085;426;11;8;184;3;3.75;22.0;3.75;22.0;3.29;22.0;3.52;44.0;1
2114201110086;585;11;8;184;3;3.65;22.0;3.65;22.0;3.6;22.0;3.63;44.0;1
2114201110087;620;11;8;184;3;3.44;22.0;3.44;22.0;3.66;22.0;3.55;44.0;1
2114201110088;869;11;12;184;3;3.78;22.0;3.78;22.0;3.66;22.0;3.72;44.0;1
2114201110090;1117;11;8;184;3;3.59;22.0;3.59;22.0;3.57;22.0;3.58;44.0;1
2114201110091;1251;11;8;184;3;3.5;22.0;3.5;22.0;3.69;22.0;3.6;44.0;1
2114201110092;1473;11;8;184;3;3.22;22.0;3.22;22.0;3.26;22.0;3.24;44.0;1
2114201110093;1526;11;15;184;3;3.79;22.0;3.79;22.0;3.71;22.0;3.75;44.0;1
2114201110094;1630;11;8;184;3;3.38;22.0;3.38;22.0;3.42;22.0;3.4;44.0;1
2114201110095;1895;11;8;184;3;3.48;22.0;3.48;22.0;3.42;22.0;3.45;44.0;1
2114201110096;2259;11;8;184;3;3.41;22.0;3.41;22.0;3.41;22.0;3.41;44.0;1
2114201110097;2352;11;8;184;3;3.38;22.0;3.38;22.0;3.29;22.0;3.34;44.0;1
2114201110099;2669;11;8;184;3;3.7;22.0;3.7;22.0;3.6;22.0;3.65;44.0;1
2114201110100;2851;11;1;184;3;3.35;22.0;3.35;22.0;3.46;22.0;3.41;44.0;1
2114201110102;3012;11;13;184;3;3.21;22.0;3.21;22.0;3.31;22.0;3.26;44.0;1
2114201110103;3123;11;8;184;3;3.32;22.0;3.32;22.0;3.4;22.0;3.37;44.0;1
2114201110104;3207;11;8;184;3;3.21;22.0;3.21;22.0;0.0;0.0;3.22;22.0;1
2114201110105;3220;11;12;184;3;3.59;22.0;3.59;22.0;3.47;22.0;3.53;44.0;1
2114201110106;3326;11;13;184;3;3.27;22.0;3.27;22.0;3.1;22.0;3.19;44.0;1
2114201110107;3455;11;12;184;3;3.3;22.0;3.3;22.0;3.53;22.0;3.41;44.0;1
2114201110108;3527;11;8;184;3;3.34;22.0;3.34;22.0;3.33;22.0;3.33;44.0;1
2114201110109;3544;11;12;184;3;3.54;22.0;3.54;22.0;3.31;22.0;3.43;44.0;1
2114201110110;3590;11;13;184;3;3.15;22.0;3.15;22.0;3.25;22.0;3.2;44.0;1
2114201110111;3685;11;1;184;3;3.51;22.0;3.51;22.0;3.47;22.0;3.49;44.0;1
2114201110112;3762;11;1;184;3;3.29;22.0;3.29;22.0;3.15;22.0;3.22;44.0;1
2114201110113;3964;11;8;184;3;3.33;22.0;3.33;22.0;3.11;22.0;3.22;44.0;1
2114201110115;4098;11;8;184;3;3.27;22.0;3.27;22.0;3.12;22.0;3.2;44.0;1
2114201110172;576;11;8;184;3;3.46;22.0;3.46;22.0;3.43;22.0;3.45;44.0;1
2114201110174;2858;11;1;184;3;3.26;22.0;3.26;22.0;3.25;22.0;3.25;44.0;1
2114201110176;402;11;8;184;3;3.25;22.0;3.25;22.0;3.33;22.0;3.29;44.0;1
2114201110177;2276;11;13;184;3;3.45;22.0;3.45;22.0;3.35;22.0;3.4;44.0;1
2114201110178;2472;11;8;184;3;3.25;22.0;3.25;22.0;2.64;22.0;2.95;44.0;1
2114201110196;114;11;1;184;3;3.51;22.0;3.51;22.0;3.76;22.0;3.64;44.0;1
2114201110197;422;11;8;184;1;3.41;22.0;3.41;22.0;3.43;22.0;3.42;44.0;1
2114201110198;545;11;13;184;3;3.33;22.0;3.33;22.0;3.24;22.0;3.29;44.0;1
2114201110199;3716;11;15;184;2;3.36;22.0;3.36;22.0;3.55;22.0;3.46;44.0;1
